Call,Response,Count,KB,Details
can you make a restaurant reservation at resto_rome_cheap_french_5stars,great let me do the reservation,530,<KB> resto_rome_cheap_french_5stars, <R_cuisine> french <R_address> resto_rome_cheap_french_5stars_address <R_location> rome <R_number> six <R_price> cheap <R_rating> 5 
good morning,hello what can i help you with today,531,,
can you book a table at resto_rome_moderate_french_8stars,great let me do the reservation,531,<KB> resto_rome_moderate_french_8stars, <R_cuisine> french <R_address> resto_rome_moderate_french_8stars_address <R_location> rome <R_number> eight <R_price> moderate <R_rating> 8 
hi,hello what can i help you with today,532,,
can you make a restaurant reservation at resto_bombay_expensive_spanish_7stars,great let me do the reservation,532,<KB> resto_bombay_expensive_spanish_7stars, <R_cuisine> spanish <R_address> resto_bombay_expensive_spanish_7stars_address <R_location> bombay <R_number> two <R_price> expensive <R_rating> 7 
hi,hello what can i help you with today,533,,
may i have a table at resto_bombay_moderate_italian_8stars,great let me do the reservation,533,<KB> resto_bombay_moderate_italian_8stars, <R_cuisine> italian <R_address> resto_bombay_moderate_italian_8stars_address <R_location> bombay <R_number> four <R_price> moderate <R_rating> 8 
good morning,hello what can i help you with today,534,,
can you book a table at resto_rome_expensive_spanish_4stars,great let me do the reservation,534,<KB> resto_rome_expensive_spanish_4stars, <R_cuisine> spanish <R_address> resto_rome_expensive_spanish_4stars_address <R_location> rome <R_number> two <R_price> expensive <R_rating> 4 
good morning,hello what can i help you with today,535,,
may i have a table at resto_london_expensive_italian_4stars,great let me do the reservation,535,<KB> resto_london_expensive_italian_4stars, <R_cuisine> italian <R_address> resto_london_expensive_italian_4stars_address <R_location> london <R_number> six <R_price> expensive <R_rating> 4 
hello,hello what can i help you with today,536,,
may i have a table at resto_rome_cheap_spanish_5stars,great let me do the reservation,536,<KB> resto_rome_cheap_spanish_5stars, <R_cuisine> spanish <R_address> resto_rome_cheap_spanish_5stars_address <R_location> rome <R_number> two <R_price> cheap <R_rating> 5 
hello,hello what can i help you with today,537,,
may i have a table at resto_paris_moderate_british_6stars,great let me do the reservation,537,<KB> resto_paris_moderate_british_6stars, <R_cuisine> british <R_address> resto_paris_moderate_british_6stars_address <R_location> paris <R_number> two <R_price> moderate <R_rating> 6 
hello,hello what can i help you with today,538,,
may i have a table at resto_rome_cheap_spanish_1stars,great let me do the reservation,538,<KB> resto_rome_cheap_spanish_1stars, <R_cuisine> spanish <R_address> resto_rome_cheap_spanish_1stars_address <R_location> rome <R_number> eight <R_price> cheap <R_rating> 1 
good morning,hello what can i help you with today,539,,
may i have a table at resto_london_expensive_indian_5stars,great let me do the reservation,539,<KB> resto_london_expensive_indian_5stars, <R_cuisine> indian <R_address> resto_london_expensive_indian_5stars_address <R_location> london <R_number> eight <R_price> expensive <R_rating> 5 
hi,hello what can i help you with today,540,,
can you make a restaurant reservation at resto_rome_cheap_indian_4stars,great let me do the reservation,540,<KB> resto_rome_cheap_indian_4stars, <R_cuisine> indian <R_address> resto_rome_cheap_indian_4stars_address <R_location> rome <R_number> four <R_price> cheap <R_rating> 4 
good morning,hello what can i help you with today,541,,
can you book a table at resto_rome_moderate_spanish_8stars,great let me do the reservation,541,<KB> resto_rome_moderate_spanish_8stars, <R_cuisine> spanish <R_address> resto_rome_moderate_spanish_8stars_address <R_location> rome <R_number> four <R_price> moderate <R_rating> 8 
hi,hello what can i help you with today,542,,
i'd like to book a table at resto_madrid_cheap_french_4stars,great let me do the reservation,542,<KB> resto_madrid_cheap_french_4stars, <R_cuisine> french <R_address> resto_madrid_cheap_french_4stars_address <R_location> madrid <R_number> six <R_price> cheap <R_rating> 4 
good morning,hello what can i help you with today,543,,
can you make a restaurant reservation at resto_madrid_expensive_french_8stars,great let me do the reservation,543,<KB> resto_madrid_expensive_french_8stars, <R_cuisine> french <R_address> resto_madrid_expensive_french_8stars_address <R_location> madrid <R_number> four <R_price> expensive <R_rating> 8 
hi,hello what can i help you with today,544,,
can you book a table at resto_london_cheap_indian_6stars,great let me do the reservation,544,<KB> resto_london_cheap_indian_6stars, <R_cuisine> indian <R_address> resto_london_cheap_indian_6stars_address <R_location> london <R_number> eight <R_price> cheap <R_rating> 6 
hello,hello what can i help you with today,545,,
i'd like to book a table at resto_paris_expensive_british_3stars,great let me do the reservation,545,<KB> resto_paris_expensive_british_3stars, <R_cuisine> british <R_address> resto_paris_expensive_british_3stars_address <R_location> paris <R_number> six <R_price> expensive <R_rating> 3 
hello,hello what can i help you with today,546,,
can you make a restaurant reservation at resto_rome_cheap_french_1stars,great let me do the reservation,546,<KB> resto_rome_cheap_french_1stars, <R_cuisine> french <R_address> resto_rome_cheap_french_1stars_address <R_location> rome <R_number> four <R_price> cheap <R_rating> 1 
hello,hello what can i help you with today,547,,
can you book a table at resto_madrid_expensive_indian_2stars,great let me do the reservation,547,<KB> resto_madrid_expensive_indian_2stars, <R_cuisine> indian <R_address> resto_madrid_expensive_indian_2stars_address <R_location> madrid <R_number> six <R_price> expensive <R_rating> 2 
hi,hello what can i help you with today,548,,
can you make a restaurant reservation at resto_bombay_cheap_french_5stars,great let me do the reservation,548,<KB> resto_bombay_cheap_french_5stars, <R_cuisine> french <R_address> resto_bombay_cheap_french_5stars_address <R_location> bombay <R_number> six <R_price> cheap <R_rating> 5 
hi,hello what can i help you with today,549,,
can you book a table at resto_bombay_moderate_indian_7stars,great let me do the reservation,549,<KB> resto_bombay_moderate_indian_7stars, <R_cuisine> indian <R_address> resto_bombay_moderate_indian_7stars_address <R_location> bombay <R_number> six <R_price> moderate <R_rating> 7 
hello,hello what can i help you with today,550,,
can you make a restaurant reservation at resto_london_expensive_italian_4stars,great let me do the reservation,550,<KB> resto_london_expensive_italian_4stars, <R_cuisine> italian <R_address> resto_london_expensive_italian_4stars_address <R_location> london <R_number> six <R_price> expensive <R_rating> 4 
good morning,hello what can i help you with today,551,,
can you book a table at resto_london_moderate_british_4stars,great let me do the reservation,551,<KB> resto_london_moderate_british_4stars, <R_cuisine> british <R_address> resto_london_moderate_british_4stars_address <R_location> london <R_number> four <R_price> moderate <R_rating> 4 
good morning,hello what can i help you with today,552,,
can you make a restaurant reservation at resto_bombay_expensive_italian_7stars,great let me do the reservation,552,<KB> resto_bombay_expensive_italian_7stars, <R_cuisine> italian <R_address> resto_bombay_expensive_italian_7stars_address <R_location> bombay <R_number> four <R_price> expensive <R_rating> 7 
good morning,hello what can i help you with today,553,,
i'd like to book a table at resto_rome_cheap_spanish_7stars,great let me do the reservation,553,<KB> resto_rome_cheap_spanish_7stars, <R_cuisine> spanish <R_address> resto_rome_cheap_spanish_7stars_address <R_location> rome <R_number> four <R_price> cheap <R_rating> 7 
good morning,hello what can i help you with today,554,,
may i have a table at resto_bombay_moderate_italian_3stars,great let me do the reservation,554,<KB> resto_bombay_moderate_italian_3stars, <R_cuisine> italian <R_address> resto_bombay_moderate_italian_3stars_address <R_location> bombay <R_number> two <R_price> moderate <R_rating> 3 
hi,hello what can i help you with today,555,,
may i have a table at resto_rome_moderate_spanish_8stars,great let me do the reservation,555,<KB> resto_rome_moderate_spanish_8stars, <R_cuisine> spanish <R_address> resto_rome_moderate_spanish_8stars_address <R_location> rome <R_number> four <R_price> moderate <R_rating> 8 
good morning,hello what can i help you with today,556,,
may i have a table at resto_bombay_moderate_spanish_6stars,great let me do the reservation,556,<KB> resto_bombay_moderate_spanish_6stars, <R_cuisine> spanish <R_address> resto_bombay_moderate_spanish_6stars_address <R_location> bombay <R_number> two <R_price> moderate <R_rating> 6 
good morning,hello what can i help you with today,557,,
can you make a restaurant reservation at resto_paris_moderate_italian_2stars,great let me do the reservation,557,<KB> resto_paris_moderate_italian_2stars, <R_cuisine> italian <R_address> resto_paris_moderate_italian_2stars_address <R_location> paris <R_number> eight <R_price> moderate <R_rating> 2 
good morning,hello what can i help you with today,558,,
i'd like to book a table at resto_bombay_expensive_british_7stars,great let me do the reservation,558,<KB> resto_bombay_expensive_british_7stars, <R_cuisine> british <R_address> resto_bombay_expensive_british_7stars_address <R_location> bombay <R_number> four <R_price> expensive <R_rating> 7 
hello,hello what can i help you with today,559,,
i'd like to book a table at resto_rome_cheap_spanish_5stars,great let me do the reservation,559,<KB> resto_rome_cheap_spanish_5stars, <R_cuisine> spanish <R_address> resto_rome_cheap_spanish_5stars_address <R_location> rome <R_number> two <R_price> cheap <R_rating> 5 
hello,hello what can i help you with today,560,,
i'd like to book a table at resto_bombay_expensive_italian_7stars,great let me do the reservation,560,<KB> resto_bombay_expensive_italian_7stars, <R_cuisine> italian <R_address> resto_bombay_expensive_italian_7stars_address <R_location> bombay <R_number> four <R_price> expensive <R_rating> 7 
hello,hello what can i help you with today,561,,
can you make a restaurant reservation at resto_madrid_moderate_spanish_2stars,great let me do the reservation,561,<KB> resto_madrid_moderate_spanish_2stars, <R_cuisine> spanish <R_address> resto_madrid_moderate_spanish_2stars_address <R_location> madrid <R_number> two <R_price> moderate <R_rating> 2 
good morning,hello what can i help you with today,562,,
can you make a restaurant reservation at resto_madrid_moderate_french_7stars,great let me do the reservation,562,<KB> resto_madrid_moderate_french_7stars, <R_cuisine> french <R_address> resto_madrid_moderate_french_7stars_address <R_location> madrid <R_number> six <R_price> moderate <R_rating> 7 
good morning,hello what can i help you with today,563,,
i'd like to book a table at resto_london_cheap_spanish_5stars,great let me do the reservation,563,<KB> resto_london_cheap_spanish_5stars, <R_cuisine> spanish <R_address> resto_london_cheap_spanish_5stars_address <R_location> london <R_number> two <R_price> cheap <R_rating> 5 
