Call,Response,Count,KB,Details
can you make a restaurant reservation at resto_tokyo_expensive_cantonese_8stars,great let me do the reservation,672,<KB> resto_tokyo_expensive_cantonese_8stars, <R_cuisine> cantonese <R_address> resto_tokyo_expensive_cantonese_8stars_address <R_location> tokyo <R_number> six <R_price> expensive <R_rating> 8 
good morning,hello what can i help you with today,673,,
i'd like to book a table at resto_seoul_cheap_korean_8stars,great let me do the reservation,673,<KB> resto_seoul_cheap_korean_8stars, <R_cuisine> korean <R_address> resto_seoul_cheap_korean_8stars_address <R_location> seoul <R_number> eight <R_price> cheap <R_rating> 8 
hi,hello what can i help you with today,674,,
can you make a restaurant reservation at resto_tokyo_expensive_korean_4stars,great let me do the reservation,674,<KB> resto_tokyo_expensive_korean_4stars, <R_cuisine> korean <R_address> resto_tokyo_expensive_korean_4stars_address <R_location> tokyo <R_number> eight <R_price> expensive <R_rating> 4 
hi,hello what can i help you with today,675,,
i'd like to book a table at resto_beijing_expensive_thai_4stars,great let me do the reservation,675,<KB> resto_beijing_expensive_thai_4stars, <R_cuisine> thai <R_address> resto_beijing_expensive_thai_4stars_address <R_location> beijing <R_number> eight <R_price> expensive <R_rating> 4 
good morning,hello what can i help you with today,676,,
i'd like to book a table at resto_seoul_expensive_japanese_8stars,great let me do the reservation,676,<KB> resto_seoul_expensive_japanese_8stars, <R_cuisine> japanese <R_address> resto_seoul_expensive_japanese_8stars_address <R_location> seoul <R_number> two <R_price> expensive <R_rating> 8 
hello,hello what can i help you with today,677,,
can you book a table at resto_beijing_expensive_vietnamese_2stars,great let me do the reservation,677,<KB> resto_beijing_expensive_vietnamese_2stars, <R_cuisine> vietnamese <R_address> resto_beijing_expensive_vietnamese_2stars_address <R_location> beijing <R_number> six <R_price> expensive <R_rating> 2 
hi,hello what can i help you with today,678,,
can you make a restaurant reservation at resto_tokyo_expensive_japanese_8stars,great let me do the reservation,678,<KB> resto_tokyo_expensive_japanese_8stars, <R_cuisine> japanese <R_address> resto_tokyo_expensive_japanese_8stars_address <R_location> tokyo <R_number> six <R_price> expensive <R_rating> 8 
hi,hello what can i help you with today,679,,
can you make a restaurant reservation at resto_bangkok_cheap_cantonese_5stars,great let me do the reservation,679,<KB> resto_bangkok_cheap_cantonese_5stars, <R_cuisine> cantonese <R_address> resto_bangkok_cheap_cantonese_5stars_address <R_location> bangkok <R_number> eight <R_price> cheap <R_rating> 5 
hello,hello what can i help you with today,680,,
may i have a table at resto_beijing_moderate_thai_4stars,great let me do the reservation,680,<KB> resto_beijing_moderate_thai_4stars, <R_cuisine> thai <R_address> resto_beijing_moderate_thai_4stars_address <R_location> beijing <R_number> four <R_price> moderate <R_rating> 4 
hi,hello what can i help you with today,681,,
can you make a restaurant reservation at resto_beijing_moderate_vietnamese_5stars,great let me do the reservation,681,<KB> resto_beijing_moderate_vietnamese_5stars, <R_cuisine> vietnamese <R_address> resto_beijing_moderate_vietnamese_5stars_address <R_location> beijing <R_number> six <R_price> moderate <R_rating> 5 
hello,hello what can i help you with today,682,,
i'd like to book a table at resto_beijing_cheap_korean_2stars,great let me do the reservation,682,<KB> resto_beijing_cheap_korean_2stars, <R_cuisine> korean <R_address> resto_beijing_cheap_korean_2stars_address <R_location> beijing <R_number> eight <R_price> cheap <R_rating> 2 
good morning,hello what can i help you with today,683,,
can you make a restaurant reservation at resto_tokyo_expensive_thai_8stars,great let me do the reservation,683,<KB> resto_tokyo_expensive_thai_8stars, <R_cuisine> thai <R_address> resto_tokyo_expensive_thai_8stars_address <R_location> tokyo <R_number> two <R_price> expensive <R_rating> 8 
hi,hello what can i help you with today,684,,
can you make a restaurant reservation at resto_seoul_cheap_japanese_4stars,great let me do the reservation,684,<KB> resto_seoul_cheap_japanese_4stars, <R_cuisine> japanese <R_address> resto_seoul_cheap_japanese_4stars_address <R_location> seoul <R_number> eight <R_price> cheap <R_rating> 4 
good morning,hello what can i help you with today,685,,
can you make a restaurant reservation at resto_seoul_expensive_thai_2stars,great let me do the reservation,685,<KB> resto_seoul_expensive_thai_2stars, <R_cuisine> thai <R_address> resto_seoul_expensive_thai_2stars_address <R_location> seoul <R_number> six <R_price> expensive <R_rating> 2 
good morning,hello what can i help you with today,686,,
can you make a restaurant reservation at resto_bangkok_expensive_korean_7stars,great let me do the reservation,686,<KB> resto_bangkok_expensive_korean_7stars, <R_cuisine> korean <R_address> resto_bangkok_expensive_korean_7stars_address <R_location> bangkok <R_number> eight <R_price> expensive <R_rating> 7 
hello,hello what can i help you with today,687,,
may i have a table at resto_bangkok_moderate_japanese_7stars,great let me do the reservation,687,<KB> resto_bangkok_moderate_japanese_7stars, <R_cuisine> japanese <R_address> resto_bangkok_moderate_japanese_7stars_address <R_location> bangkok <R_number> eight <R_price> moderate <R_rating> 7 
hello,hello what can i help you with today,688,,
can you make a restaurant reservation at resto_tokyo_expensive_cantonese_7stars,great let me do the reservation,688,<KB> resto_tokyo_expensive_cantonese_7stars, <R_cuisine> cantonese <R_address> resto_tokyo_expensive_cantonese_7stars_address <R_location> tokyo <R_number> four <R_price> expensive <R_rating> 7 
hello,hello what can i help you with today,689,,
i'd like to book a table at resto_tokyo_expensive_thai_5stars,great let me do the reservation,689,<KB> resto_tokyo_expensive_thai_5stars, <R_cuisine> thai <R_address> resto_tokyo_expensive_thai_5stars_address <R_location> tokyo <R_number> six <R_price> expensive <R_rating> 5 
hello,hello what can i help you with today,690,,
may i have a table at resto_seoul_expensive_thai_3stars,great let me do the reservation,690,<KB> resto_seoul_expensive_thai_3stars, <R_cuisine> thai <R_address> resto_seoul_expensive_thai_3stars_address <R_location> seoul <R_number> six <R_price> expensive <R_rating> 3 
hi,hello what can i help you with today,691,,
i'd like to book a table at resto_seoul_cheap_korean_6stars,great let me do the reservation,691,<KB> resto_seoul_cheap_korean_6stars, <R_cuisine> korean <R_address> resto_seoul_cheap_korean_6stars_address <R_location> seoul <R_number> eight <R_price> cheap <R_rating> 6 
hello,hello what can i help you with today,692,,
i'd like to book a table at resto_bangkok_cheap_thai_4stars,great let me do the reservation,692,<KB> resto_bangkok_cheap_thai_4stars, <R_cuisine> thai <R_address> resto_bangkok_cheap_thai_4stars_address <R_location> bangkok <R_number> six <R_price> cheap <R_rating> 4 
hi,hello what can i help you with today,693,,
can you book a table at resto_bangkok_cheap_thai_4stars,great let me do the reservation,693,<KB> resto_bangkok_cheap_thai_4stars, <R_cuisine> thai <R_address> resto_bangkok_cheap_thai_4stars_address <R_location> bangkok <R_number> six <R_price> cheap <R_rating> 4 
hi,hello what can i help you with today,694,,
can you make a restaurant reservation at resto_tokyo_cheap_vietnamese_8stars,great let me do the reservation,694,<KB> resto_tokyo_cheap_vietnamese_8stars, <R_cuisine> vietnamese <R_address> resto_tokyo_cheap_vietnamese_8stars_address <R_location> tokyo <R_number> eight <R_price> cheap <R_rating> 8 
hello,hello what can i help you with today,695,,
may i have a table at resto_tokyo_expensive_cantonese_7stars,great let me do the reservation,695,<KB> resto_tokyo_expensive_cantonese_7stars, <R_cuisine> cantonese <R_address> resto_tokyo_expensive_cantonese_7stars_address <R_location> tokyo <R_number> four <R_price> expensive <R_rating> 7 
hello,hello what can i help you with today,696,,
i'd like to book a table at resto_tokyo_moderate_vietnamese_1stars,great let me do the reservation,696,<KB> resto_tokyo_moderate_vietnamese_1stars, <R_cuisine> vietnamese <R_address> resto_tokyo_moderate_vietnamese_1stars_address <R_location> tokyo <R_number> two <R_price> moderate <R_rating> 1 
good morning,hello what can i help you with today,697,,
i'd like to book a table at resto_seoul_moderate_japanese_8stars,great let me do the reservation,697,<KB> resto_seoul_moderate_japanese_8stars, <R_cuisine> japanese <R_address> resto_seoul_moderate_japanese_8stars_address <R_location> seoul <R_number> two <R_price> moderate <R_rating> 8 
hi,hello what can i help you with today,698,,
i'd like to book a table at resto_bangkok_expensive_cantonese_4stars,great let me do the reservation,698,<KB> resto_bangkok_expensive_cantonese_4stars, <R_cuisine> cantonese <R_address> resto_bangkok_expensive_cantonese_4stars_address <R_location> bangkok <R_number> four <R_price> expensive <R_rating> 4 
hello,hello what can i help you with today,699,,
may i have a table at resto_tokyo_moderate_cantonese_8stars,great let me do the reservation,699,<KB> resto_tokyo_moderate_cantonese_8stars, <R_cuisine> cantonese <R_address> resto_tokyo_moderate_cantonese_8stars_address <R_location> tokyo <R_number> four <R_price> moderate <R_rating> 8 
good morning,hello what can i help you with today,700,,
can you book a table at resto_bangkok_moderate_thai_4stars,great let me do the reservation,700,<KB> resto_bangkok_moderate_thai_4stars, <R_cuisine> thai <R_address> resto_bangkok_moderate_thai_4stars_address <R_location> bangkok <R_number> six <R_price> moderate <R_rating> 4 
good morning,hello what can i help you with today,701,,
can you book a table at resto_bangkok_expensive_cantonese_8stars,great let me do the reservation,701,<KB> resto_bangkok_expensive_cantonese_8stars, <R_cuisine> cantonese <R_address> resto_bangkok_expensive_cantonese_8stars_address <R_location> bangkok <R_number> eight <R_price> expensive <R_rating> 8 
hello,hello what can i help you with today,702,,
can you book a table at resto_tokyo_cheap_thai_6stars,great let me do the reservation,702,<KB> resto_tokyo_cheap_thai_6stars, <R_cuisine> thai <R_address> resto_tokyo_cheap_thai_6stars_address <R_location> tokyo <R_number> two <R_price> cheap <R_rating> 6 
hi,hello what can i help you with today,703,,
may i have a table at resto_beijing_cheap_thai_4stars,great let me do the reservation,703,<KB> resto_beijing_cheap_thai_4stars, <R_cuisine> thai <R_address> resto_beijing_cheap_thai_4stars_address <R_location> beijing <R_number> eight <R_price> cheap <R_rating> 4 
hi,hello what can i help you with today,704,,
may i have a table at resto_beijing_moderate_thai_4stars,great let me do the reservation,704,<KB> resto_beijing_moderate_thai_4stars, <R_cuisine> thai <R_address> resto_beijing_moderate_thai_4stars_address <R_location> beijing <R_number> four <R_price> moderate <R_rating> 4 
hi,hello what can i help you with today,705,,
i'd like to book a table at resto_seoul_expensive_cantonese_5stars,great let me do the reservation,705,<KB> resto_seoul_expensive_cantonese_5stars, <R_cuisine> cantonese <R_address> resto_seoul_expensive_cantonese_5stars_address <R_location> seoul <R_number> two <R_price> expensive <R_rating> 5 
hello,hello what can i help you with today,706,,
i'd like to book a table at resto_hanoi_expensive_thai_7stars,great let me do the reservation,706,<KB> resto_hanoi_expensive_thai_7stars, <R_cuisine> thai <R_address> resto_hanoi_expensive_thai_7stars_address <R_location> hanoi <R_number> six <R_price> expensive <R_rating> 7 
hello,hello what can i help you with today,707,,
i'd like to book a table at resto_hanoi_moderate_vietnamese_6stars,great let me do the reservation,707,<KB> resto_hanoi_moderate_vietnamese_6stars, <R_cuisine> vietnamese <R_address> resto_hanoi_moderate_vietnamese_6stars_address <R_location> hanoi <R_number> two <R_price> moderate <R_rating> 6 
hello,hello what can i help you with today,708,,
can you make a restaurant reservation at resto_bangkok_cheap_thai_3stars,great let me do the reservation,708,<KB> resto_bangkok_cheap_thai_3stars, <R_cuisine> thai <R_address> resto_bangkok_cheap_thai_3stars_address <R_location> bangkok <R_number> eight <R_price> cheap <R_rating> 3 
hello,hello what can i help you with today,709,,
i'd like to book a table at resto_hanoi_moderate_thai_5stars,great let me do the reservation,709,<KB> resto_hanoi_moderate_thai_5stars, <R_cuisine> thai <R_address> resto_hanoi_moderate_thai_5stars_address <R_location> hanoi <R_number> six <R_price> moderate <R_rating> 5 
hi,hello what can i help you with today,710,,
can you make a restaurant reservation at resto_seoul_moderate_japanese_7stars,great let me do the reservation,710,<KB> resto_seoul_moderate_japanese_7stars, <R_cuisine> japanese <R_address> resto_seoul_moderate_japanese_7stars_address <R_location> seoul <R_number> eight <R_price> moderate <R_rating> 7 
good morning,hello what can i help you with today,711,,
may i have a table at resto_tokyo_expensive_cantonese_5stars,great let me do the reservation,711,<KB> resto_tokyo_expensive_cantonese_5stars, <R_cuisine> cantonese <R_address> resto_tokyo_expensive_cantonese_5stars_address <R_location> tokyo <R_number> four <R_price> expensive <R_rating> 5 
