Call,Response,KB,Count
 we will be two,ok let me look into some options for you,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,642
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_8stars,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,642
 do you have something else,sure let me find an other option for you,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,642
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_6stars,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,642
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,642
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_2stars,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,642
 do you have something else,sure let me find an other option for you,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,642
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_1stars,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,642
 it's perfect,great let me do the reservation,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,642
 hello,hello what can i help you with today,,643
 can you book a table,i'm on it,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 i love british food,where should it be,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 london please,how many people would be in your party,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 we will be six,which price range are looking for,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 <SILENCE>,what do you think of this option: resto_london_cheap_british_6stars,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 no i don't like that,sure let me find an other option for you,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 <SILENCE>,what do you think of this option: resto_london_cheap_british_3stars,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 do you have something else,sure let me find an other option for you,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 <SILENCE>,what do you think of this option: resto_london_cheap_british_1stars,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 it's perfect,great let me do the reservation,<KB> resto_london_cheap_british_1stars resto_london_cheap_british_6stars ,643
 hello,hello what can i help you with today,,644
 may i have a table in paris,i'm on it,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,644
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,644
 with french food,how many people would be in your party,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,644
 for four people please,which price range are looking for,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,644
 in a moderate price range please,ok let me look into some options for you,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,644
 <SILENCE>,what do you think of this option: resto_paris_moderate_french_8stars,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,644
 do you have something else,sure let me find an other option for you,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,644
 <SILENCE>,what do you think of this option: resto_paris_moderate_french_7stars,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,644
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,644
 <SILENCE>,what do you think of this option: resto_paris_moderate_french_2stars,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,644
 that looks great,great let me do the reservation,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,644
 hi,hello what can i help you with today,,645
 can you make a restaurant reservation with indian food,i'm on it,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,645
 <SILENCE>,where should it be,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,645
 madrid please,how many people would be in your party,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,645
 for four people please,which price range are looking for,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,645
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,645
 <SILENCE>,what do you think of this option: resto_madrid_cheap_indian_6stars,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,645
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,645
 <SILENCE>,what do you think of this option: resto_madrid_cheap_indian_5stars,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,645
 it's perfect,great let me do the reservation,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,645
 good morning,hello what can i help you with today,,646
 i'd like to book a table in a cheap price range,i'm on it,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_2stars ,646
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_2stars ,646
 i love italian food,where should it be,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_2stars ,646
 in london,how many people would be in your party,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_2stars ,646
 for six please,ok let me look into some options for you,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_2stars ,646
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_5stars,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_2stars ,646
 do you have something else,sure let me find an other option for you,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_2stars ,646
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_2stars,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_2stars ,646
 let's do it,great let me do the reservation,<KB> resto_london_cheap_italian_1stars resto_london_cheap_italian_2stars ,646
 hi,hello what can i help you with today,,647
 may i have a table for two people in bombay,i'm on it,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_6stars ,647
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_6stars ,647
 with spanish food,which price range are looking for,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_6stars ,647
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_6stars ,647
 <SILENCE>,what do you think of this option: resto_bombay_moderate_spanish_8stars,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_6stars ,647
 no i don't like that,sure let me find an other option for you,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_6stars ,647
 <SILENCE>,what do you think of this option: resto_bombay_moderate_spanish_6stars,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_6stars ,647
 no this does not work for me,sure let me find an other option for you,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_6stars ,647
 <SILENCE>,what do you think of this option: resto_bombay_moderate_spanish_1stars,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_6stars ,647
 that looks great,great let me do the reservation,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_6stars ,647
 good morning,hello what can i help you with today,,648
 can you book a table with italian food in london for four people,i'm on it,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,648
 <SILENCE>,which price range are looking for,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,648
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,648
 <SILENCE>,what do you think of this option: resto_london_expensive_italian_7stars,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,648
 that looks great,great let me do the reservation,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_7stars ,648
 hello,hello what can i help you with today,,649
 can you make a restaurant reservation for four people in paris with french cuisine,i'm on it,<KB> resto_paris_cheap_french_4stars resto_paris_cheap_french_7stars ,649
 <SILENCE>,which price range are looking for,<KB> resto_paris_cheap_french_4stars resto_paris_cheap_french_7stars ,649
 in a cheap price range please,ok let me look into some options for you,<KB> resto_paris_cheap_french_4stars resto_paris_cheap_french_7stars ,649
 <SILENCE>,what do you think of this option: resto_paris_cheap_french_8stars,<KB> resto_paris_cheap_french_4stars resto_paris_cheap_french_7stars ,649
 that looks great,great let me do the reservation,<KB> resto_paris_cheap_french_4stars resto_paris_cheap_french_7stars ,649
 hi,hello what can i help you with today,,650
 can you make a restaurant reservation,i'm on it,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 with italian cuisine,where should it be,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 in london,how many people would be in your party,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 we will be two,which price range are looking for,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_8stars,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_6stars,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 no i don't like that,sure let me find an other option for you,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_4stars,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 i love that,great let me do the reservation,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,650
 good morning,hello what can i help you with today,,651
 can you book a table in a expensive price range with spanish cuisine,i'm on it,<KB> resto_bombay_expensive_spanish_2stars resto_bombay_expensive_spanish_8stars ,651
 <SILENCE>,where should it be,<KB> resto_bombay_expensive_spanish_2stars resto_bombay_expensive_spanish_8stars ,651
 in bombay,how many people would be in your party,<KB> resto_bombay_expensive_spanish_2stars resto_bombay_expensive_spanish_8stars ,651
 we will be four,ok let me look into some options for you,<KB> resto_bombay_expensive_spanish_2stars resto_bombay_expensive_spanish_8stars ,651
 <SILENCE>,what do you think of this option: resto_bombay_expensive_spanish_8stars,<KB> resto_bombay_expensive_spanish_2stars resto_bombay_expensive_spanish_8stars ,651
