,source_text,target_text,pred_text
3364,<context> <user> may i have a table with korean cuisine in seoul <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be six,which price range are looking for,which price range are looking for
3365,<context> <user> may i have a table with korean cuisine in seoul <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
3366,<context> <user> may i have a table with korean cuisine in seoul <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call korean seoul six expensive,api_call korean seoul six expensive
3367,<query> may i have a table in seoul,i'm on it,i'm on it
3368,<context> <user> may i have a table in seoul <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3369,<context> <user> may i have a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love cantonese food,how many people would be in your party,how many people would be in your party
3370,<context> <user> may i have a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> how many people would be in your party <query> we will be eight,which price range are looking for,which price range are looking for
3371,<context> <user> may i have a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> how many people would be in your party <user> we will be eight <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
3372,<context> <user> may i have a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> how many people would be in your party <user> we will be eight <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul eight expensive,api_call cantonese seoul eight expensive
3373,<query> may i have a table with thai food,i'm on it,i'm on it
3374,<context> <user> may i have a table with thai food <system> i'm on it <query> <SILENCE>,where should it be,where should it be
3375,<context> <user> may i have a table with thai food <system> i'm on it <user> <SILENCE> <system> where should it be <query> hanoi please,how many people would be in your party,how many people would be in your party
3376,<context> <user> may i have a table with thai food <system> i'm on it <user> <SILENCE> <system> where should it be <user> hanoi please <system> how many people would be in your party <query> we will be six,which price range are looking for,which price range are looking for
3377,<context> <user> may i have a table with thai food <system> i'm on it <user> <SILENCE> <system> where should it be <user> hanoi please <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
